anio,mes,cliente,producto,categoria,marca,cantidad_vendida,valor_venta,region,canal
2021,9,MAKRO,San Jorge Arroz,Alimentos,Alicorp,139,994.13,Iquitos,Tienda Independiente
2021,9,METRO,Ariel Detergente,Alimentos,Gloria,854,3568.93,Huancayo,Mayorista
2022,12,METRO,Casino Galleta,Limpieza,San Jorge,982,2270.94,Trujillo,Mayorista
2019,8,METRO,Donofrio Helado,Alimentos,San Jorge,616,4728.85,Huancayo,Tienda Independiente
2022,5,MAYORISTA10,San Jorge Arroz,Higiene,San Jorge,121,3384.72,Iquitos,Mayorista
2025,4,METRO,Inca Kola,Limpieza,San Jorge,424,4541.19,Arequipa,Tienda Independiente
2022,10,METRO,Inca Kola,Alimentos,Nestlé,194,346.44,Trujillo,Mayorista
2021,7,MAKRO,Galletas Field,Bebidas,San Jorge,704,2208.37,Trujillo,Tienda Independiente
2019,5,PLAZA VEA,Ariel Detergente,Bebidas,Gloria,666,4488.54,Iquitos,Supermercado
2023,4,TOTTUS,Casino Galleta,Alimentos,Backus,968,4229.88,Trujillo,Tienda Independiente
2019,2,MAKRO,Gloria Leche,Alimentos,Alicorp,713,3153.65,Arequipa,Supermercado
2024,12,TOTTUS,Inca Kola,Limpieza,Nestlé,676,1132.49,Huancayo,Mayorista
2019,7,MAYORISTA10,Galletas Field,Bebidas,Alicorp,639,2727.17,Trujillo,Mayorista
2022,2,VIVANDA,San Jorge Arroz,Alimentos,Backus,999,2562.71,Huancayo,Supermercado
2021,8,METRO,San Jorge Arroz,Limpieza,Nestlé,110,2426.73,Arequipa,Mayorista
2021,4,METRO,Galletas Field,Higiene,San Jorge,277,2724.59,Cusco,Supermercado
2023,6,VIVANDA,Gloria Leche,Alimentos,Backus,950,2451.1,Arequipa,Supermercado
2020,6,MAKRO,Galletas Field,Bebidas,Procter & Gamble,37,4727.18,Cusco,Mayorista
2023,3,TOTTUS,Donofrio Helado,Limpieza,Gloria,302,2826.76,Arequipa,Minorista
2021,1,VIVANDA,Ariel Detergente,Alimentos,Procter & Gamble,635,548.6,Cusco,Supermercado
2022,9,VIVANDA,San Jorge Arroz,Alimentos,Backus,408,1951.5,Trujillo,Tienda Independiente
2020,4,MAYORISTA10,Inca Kola,Bebidas,Backus,625,3737.79,Piura,Mayorista
2024,6,MAYORISTA10,Gloria Leche,Limpieza,Alicorp,673,3319.4,Piura,Minorista
2024,3,TOTTUS,Donofrio Helado,Higiene,Alicorp,994,3689.52,Lima,Supermercado
2023,6,MAYORISTA10,Dento,Limpieza,San Jorge,934,158.32,Arequipa,Supermercado
2023,9,PLAZA VEA,Galletas Field,Alimentos,Procter & Gamble,18,4164.07,Lima,Mayorista
2023,9,MAYORISTA10,Casino Galleta,Bebidas,San Jorge,536,80.18,Chiclayo,Tienda Independiente
2022,12,WONG,Galletas Field,Bebidas,Alicorp,180,3977.57,Cusco,Supermercado
2024,1,VIVANDA,Galletas Field,Higiene,Alicorp,321,231.15,Iquitos,Tienda Independiente
2023,6,TOTTUS,Gloria Leche,Higiene,Procter & Gamble,283,3005.17,Chiclayo,Tienda Independiente
2019,4,VIVANDA,Dento,Limpieza,Alicorp,993,1314.36,Piura,Minorista
2020,6,MAKRO,Inca Kola,Higiene,Alicorp,649,1632.93,Iquitos,Minorista
2025,9,VIVANDA,Dento,Higiene,Alicorp,815,4004.7,Iquitos,Minorista
2023,1,METRO,San Jorge Arroz,Higiene,Backus,277,3888.33,Lima,Mayorista
2019,8,MAYORISTA10,Casino Galleta,Bebidas,Nestlé,693,3978.54,Cusco,Minorista
2021,5,VIVANDA,Dento,Higiene,Gloria,253,1292.0,Lima,Tienda Independiente
2021,4,METRO,San Jorge Arroz,Alimentos,Alicorp,51,2725.48,Trujillo,Mayorista
2019,10,VIVANDA,Donofrio Helado,Bebidas,Alicorp,748,1864.07,Chiclayo,Supermercado
2022,12,MAYORISTA10,San Jorge Arroz,Limpieza,Gloria,274,3307.49,Piura,Mayorista
2022,4,MAYORISTA10,Casino Galleta,Limpieza,Backus,503,4405.3,Arequipa,Minorista
2022,2,TOTTUS,Dento,Limpieza,Backus,794,283.74,Cusco,Minorista
2022,8,METRO,Inca Kola,Alimentos,Backus,883,2904.87,Trujillo,Tienda Independiente
2021,8,PLAZA VEA,Ariel Detergente,Higiene,Gloria,392,3791.06,Trujillo,Mayorista
2023,2,PLAZA VEA,Dento,Bebidas,Alicorp,719,860.34,Chiclayo,Minorista
2022,6,MAYORISTA10,Donofrio Helado,Bebidas,Procter & Gamble,463,4664.7,Chiclayo,Mayorista
2019,3,VIVANDA,Donofrio Helado,Alimentos,San Jorge,846,253.94,Lima,Mayorista
2022,8,WONG,Galletas Field,Limpieza,Nestlé,150,1589.83,Piura,Supermercado
2019,1,MAKRO,Galletas Field,Alimentos,Gloria,338,4249.38,Iquitos,Tienda Independiente
2025,10,TOTTUS,Gloria Leche,Bebidas,Nestlé,32,2736.81,Arequipa,Tienda Independiente
2021,9,WONG,San Jorge Arroz,Bebidas,Gloria,203,3688.94,Lima,Mayorista
2019,3,VIVANDA,Donofrio Helado,Alimentos,Alicorp,806,4025.71,Iquitos,Tienda Independiente
2020,4,TOTTUS,Donofrio Helado,Alimentos,Nestlé,800,4244.22,Lima,Supermercado
2019,12,WONG,Casino Galleta,Bebidas,Nestlé,647,3108.76,Chiclayo,Minorista
2021,4,WONG,Galletas Field,Bebidas,San Jorge,437,1661.21,Iquitos,Minorista
2024,5,WONG,Casino Galleta,Alimentos,Gloria,418,4821.11,Lima,Supermercado
2022,3,MAKRO,Casino Galleta,Limpieza,Gloria,786,3379.66,Trujillo,Tienda Independiente
2021,10,MAKRO,Donofrio Helado,Higiene,Gloria,956,43.72,Huancayo,Supermercado
2025,12,PLAZA VEA,San Jorge Arroz,Bebidas,Procter & Gamble,54,4778.65,Piura,Supermercado
2021,9,METRO,Ariel Detergente,Higiene,Procter & Gamble,119,2013.5,Cusco,Supermercado
2019,8,METRO,San Jorge Arroz,Limpieza,Gloria,906,2291.84,Trujillo,Tienda Independiente
2023,6,MAYORISTA10,Dento,Higiene,Nestlé,177,3912.63,Piura,Supermercado
2019,6,TOTTUS,Gloria Leche,Higiene,Procter & Gamble,891,1929.27,Iquitos,Minorista
2023,6,TOTTUS,Ariel Detergente,Alimentos,Procter & Gamble,755,1786.35,Cusco,Supermercado
2023,6,MAYORISTA10,Galletas Field,Bebidas,Gloria,214,870.54,Chiclayo,Supermercado
2025,2,VIVANDA,San Jorge Arroz,Limpieza,San Jorge,26,2824.67,Chiclayo,Supermercado
2019,10,METRO,Casino Galleta,Bebidas,Backus,419,2306.1,Iquitos,Tienda Independiente
2020,4,MAKRO,Inca Kola,Bebidas,Alicorp,201,1051.01,Huancayo,Mayorista
2024,10,METRO,Ariel Detergente,Bebidas,Nestlé,690,647.22,Trujillo,Supermercado
2020,11,MAKRO,Gloria Leche,Alimentos,Nestlé,34,3001.0,Arequipa,Mayorista
2021,10,MAYORISTA10,Galletas Field,Limpieza,Backus,38,4763.86,Arequipa,Minorista
2021,9,TOTTUS,Galletas Field,Limpieza,Gloria,985,2305.55,Cusco,Supermercado
2021,6,TOTTUS,Gloria Leche,Bebidas,San Jorge,470,4214.73,Trujillo,Minorista
2021,9,MAYORISTA10,Galletas Field,Limpieza,Alicorp,45,4404.15,Piura,Minorista
2023,4,WONG,Casino Galleta,Limpieza,San Jorge,138,1175.95,Trujillo,Supermercado
2023,4,PLAZA VEA,Inca Kola,Limpieza,Gloria,338,1814.23,Lima,Supermercado
2021,11,WONG,San Jorge Arroz,Bebidas,San Jorge,86,3493.72,Piura,Supermercado
2023,11,VIVANDA,Ariel Detergente,Limpieza,Alicorp,170,1073.89,Trujillo,Minorista
2019,5,TOTTUS,Casino Galleta,Higiene,San Jorge,198,4982.44,Cusco,Minorista
2020,2,PLAZA VEA,Galletas Field,Limpieza,Nestlé,434,4444.59,Piura,Tienda Independiente
2021,8,MAYORISTA10,Gloria Leche,Alimentos,Procter & Gamble,810,2393.03,Arequipa,Minorista
2020,9,METRO,Donofrio Helado,Alimentos,Gloria,887,4389.72,Iquitos,Supermercado
2019,10,METRO,Gloria Leche,Alimentos,Alicorp,176,1667.5,Lima,Tienda Independiente
2021,6,TOTTUS,Donofrio Helado,Bebidas,Nestlé,710,2015.53,Lima,Supermercado
2024,1,MAYORISTA10,San Jorge Arroz,Higiene,Procter & Gamble,953,4838.23,Trujillo,Mayorista
2024,9,PLAZA VEA,Ariel Detergente,Limpieza,Nestlé,553,477.62,Cusco,Supermercado
2023,8,MAYORISTA10,Donofrio Helado,Alimentos,Gloria,835,4535.82,Iquitos,Tienda Independiente
2024,3,METRO,Galletas Field,Bebidas,Alicorp,730,2041.14,Cusco,Supermercado
2024,6,TOTTUS,Casino Galleta,Higiene,Procter & Gamble,630,2556.31,Arequipa,Mayorista
2023,2,MAKRO,Casino Galleta,Limpieza,Backus,447,2373.8,Piura,Tienda Independiente
2021,9,TOTTUS,Dento,Alimentos,Nestlé,482,2115.97,Piura,Mayorista
2020,4,MAKRO,Casino Galleta,Bebidas,Nestlé,92,2875.26,Cusco,Supermercado
2024,12,VIVANDA,Dento,Alimentos,Nestlé,868,911.45,Iquitos,Mayorista
2025,8,WONG,Donofrio Helado,Higiene,Alicorp,518,4215.09,Trujillo,Tienda Independiente
2021,1,MAKRO,Inca Kola,Alimentos,Backus,66,4511.34,Chiclayo,Supermercado
2024,11,METRO,San Jorge Arroz,Limpieza,Procter & Gamble,738,4587.43,Trujillo,Minorista
2021,8,METRO,Ariel Detergente,Bebidas,Procter & Gamble,796,936.97,Trujillo,Supermercado
2022,1,METRO,San Jorge Arroz,Bebidas,Backus,465,1702.2,Trujillo,Mayorista
2019,8,TOTTUS,San Jorge Arroz,Alimentos,Gloria,633,309.51,Chiclayo,Mayorista
2019,1,METRO,San Jorge Arroz,Higiene,Nestlé,21,4864.97,Cusco,Minorista
2020,11,PLAZA VEA,Inca Kola,Limpieza,Gloria,994,1031.7,Iquitos,Minorista
2024,1,WONG,San Jorge Arroz,Limpieza,Procter & Gamble,499,2344.13,Piura,Supermercado
2019,4,VIVANDA,San Jorge Arroz,Limpieza,Nestlé,291,1386.11,Arequipa,Tienda Independiente
2021,1,MAKRO,Inca Kola,Limpieza,Gloria,118,2203.03,Arequipa,Mayorista
2021,2,VIVANDA,Dento,Limpieza,Nestlé,813,3284.57,Cusco,Tienda Independiente
2025,8,MAYORISTA10,San Jorge Arroz,Higiene,San Jorge,591,2019.24,Lima,Mayorista
2024,3,VIVANDA,Ariel Detergente,Limpieza,Procter & Gamble,287,3407.38,Lima,Minorista
2020,4,MAKRO,Gloria Leche,Alimentos,Procter & Gamble,401,943.08,Arequipa,Supermercado
2020,2,PLAZA VEA,Gloria Leche,Alimentos,San Jorge,118,1384.97,Iquitos,Minorista
2022,4,MAKRO,Dento,Higiene,Procter & Gamble,900,2938.6,Lima,Minorista
2024,5,VIVANDA,Casino Galleta,Higiene,Procter & Gamble,853,2479.3,Chiclayo,Tienda Independiente
2019,12,WONG,San Jorge Arroz,Higiene,Nestlé,117,2954.25,Huancayo,Minorista
2025,9,METRO,Dento,Limpieza,Alicorp,258,2560.24,Piura,Minorista
2021,10,METRO,Galletas Field,Alimentos,Procter & Gamble,450,3836.24,Chiclayo,Tienda Independiente
2019,9,VIVANDA,Inca Kola,Higiene,Alicorp,150,2180.07,Chiclayo,Supermercado
2022,4,MAYORISTA10,Gloria Leche,Alimentos,Nestlé,339,2202.29,Piura,Tienda Independiente
2020,5,METRO,Gloria Leche,Higiene,Procter & Gamble,910,537.91,Piura,Minorista
2019,4,METRO,San Jorge Arroz,Higiene,Procter & Gamble,514,4372.31,Trujillo,Supermercado
2024,8,PLAZA VEA,Gloria Leche,Limpieza,San Jorge,744,337.13,Huancayo,Tienda Independiente
2020,8,MAKRO,Donofrio Helado,Limpieza,Procter & Gamble,198,1701.61,Arequipa,Supermercado
2020,3,WONG,Inca Kola,Higiene,San Jorge,800,2830.58,Lima,Supermercado
2023,7,PLAZA VEA,Casino Galleta,Limpieza,Procter & Gamble,888,3187.55,Piura,Mayorista
2023,10,TOTTUS,San Jorge Arroz,Limpieza,Backus,937,4013.29,Huancayo,Tienda Independiente
2021,4,MAKRO,Dento,Bebidas,Gloria,92,1891.36,Arequipa,Tienda Independiente
2020,5,VIVANDA,Dento,Bebidas,Backus,660,281.0,Iquitos,Supermercado
2022,3,WONG,Dento,Higiene,Alicorp,110,4203.86,Trujillo,Supermercado
2019,4,WONG,Ariel Detergente,Limpieza,Procter & Gamble,605,4086.48,Lima,Minorista
2025,9,MAKRO,Donofrio Helado,Alimentos,Procter & Gamble,100,3099.39,Arequipa,Minorista
2021,11,MAKRO,San Jorge Arroz,Bebidas,Nestlé,317,1641.63,Huancayo,Mayorista
2024,3,VIVANDA,Ariel Detergente,Higiene,Alicorp,748,2019.29,Chiclayo,Mayorista
2023,2,METRO,Galletas Field,Higiene,Procter & Gamble,925,4569.16,Chiclayo,Minorista
2024,1,MAYORISTA10,Gloria Leche,Bebidas,Procter & Gamble,707,621.63,Chiclayo,Supermercado
2021,2,PLAZA VEA,San Jorge Arroz,Higiene,San Jorge,595,3456.0,Lima,Tienda Independiente
2019,2,PLAZA VEA,San Jorge Arroz,Alimentos,Nestlé,965,3642.78,Cusco,Supermercado
2022,10,MAYORISTA10,San Jorge Arroz,Bebidas,Nestlé,308,1135.69,Huancayo,Tienda Independiente
2022,10,PLAZA VEA,Dento,Bebidas,Gloria,884,3809.91,Chiclayo,Supermercado
2021,7,METRO,Ariel Detergente,Higiene,Procter & Gamble,528,2774.69,Cusco,Minorista
2023,6,MAKRO,Galletas Field,Higiene,Alicorp,793,860.49,Lima,Supermercado
2020,5,MAKRO,Gloria Leche,Higiene,Procter & Gamble,872,3776.85,Iquitos,Supermercado
2019,3,MAYORISTA10,Donofrio Helado,Bebidas,Nestlé,469,4528.28,Huancayo,Mayorista
2022,10,METRO,Dento,Bebidas,Gloria,157,203.0,Lima,Mayorista
2021,2,VIVANDA,Inca Kola,Bebidas,San Jorge,808,2191.88,Iquitos,Minorista
2025,10,MAKRO,Dento,Limpieza,Gloria,598,1575.51,Iquitos,Tienda Independiente
2022,12,TOTTUS,San Jorge Arroz,Limpieza,San Jorge,984,1670.78,Lima,Tienda Independiente
2020,3,TOTTUS,Dento,Alimentos,Backus,509,3022.24,Piura,Supermercado
2020,9,PLAZA VEA,Dento,Bebidas,Nestlé,272,4807.36,Piura,Mayorista
2023,4,VIVANDA,Casino Galleta,Bebidas,Alicorp,94,3806.53,Huancayo,Supermercado
2021,9,MAKRO,Inca Kola,Alimentos,San Jorge,830,4660.76,Iquitos,Mayorista
2021,10,MAYORISTA10,San Jorge Arroz,Limpieza,San Jorge,44,2421.54,Huancayo,Tienda Independiente
2025,12,PLAZA VEA,Galletas Field,Higiene,Gloria,279,4522.29,Huancayo,Minorista
2020,10,TOTTUS,Ariel Detergente,Higiene,Backus,142,2930.35,Piura,Minorista
2019,10,WONG,Galletas Field,Alimentos,Alicorp,859,4193.54,Huancayo,Mayorista
2022,5,WONG,Inca Kola,Alimentos,Nestlé,198,3987.85,Arequipa,Mayorista
2020,12,TOTTUS,Casino Galleta,Bebidas,Alicorp,338,3450.46,Cusco,Minorista
2023,2,WONG,San Jorge Arroz,Alimentos,Procter & Gamble,680,4683.23,Iquitos,Supermercado
2021,6,MAYORISTA10,Ariel Detergente,Limpieza,San Jorge,434,2893.28,Piura,Mayorista
2020,12,MAKRO,Galletas Field,Limpieza,Gloria,300,956.24,Arequipa,Mayorista
2023,2,VIVANDA,Gloria Leche,Alimentos,Alicorp,792,3325.85,Huancayo,Mayorista
2023,9,PLAZA VEA,Inca Kola,Bebidas,Nestlé,233,889.04,Arequipa,Minorista
2023,7,PLAZA VEA,Casino Galleta,Higiene,Procter & Gamble,430,3014.93,Cusco,Mayorista
2024,3,METRO,San Jorge Arroz,Bebidas,Gloria,355,3634.25,Chiclayo,Mayorista
2022,6,MAYORISTA10,San Jorge Arroz,Limpieza,Alicorp,509,4444.76,Arequipa,Tienda Independiente
2024,6,METRO,San Jorge Arroz,Alimentos,Procter & Gamble,260,2026.56,Huancayo,Mayorista
2020,11,MAKRO,Inca Kola,Higiene,Procter & Gamble,853,2153.89,Cusco,Minorista
2023,3,PLAZA VEA,Casino Galleta,Limpieza,Alicorp,408,1717.64,Lima,Supermercado
2024,1,METRO,Gloria Leche,Alimentos,Procter & Gamble,866,1740.83,Lima,Supermercado
2025,5,MAKRO,Inca Kola,Alimentos,San Jorge,871,353.02,Trujillo,Minorista
2025,1,METRO,Inca Kola,Bebidas,San Jorge,85,3081.04,Huancayo,Minorista
2025,3,VIVANDA,San Jorge Arroz,Bebidas,Nestlé,118,1449.05,Chiclayo,Supermercado
2020,4,WONG,Dento,Limpieza,Backus,34,4736.11,Huancayo,Supermercado
2023,6,TOTTUS,Ariel Detergente,Higiene,Gloria,369,1090.0,Trujillo,Mayorista
2024,7,MAKRO,Inca Kola,Alimentos,San Jorge,566,4043.33,Chiclayo,Supermercado
2021,3,TOTTUS,Ariel Detergente,Bebidas,Nestlé,298,691.38,Huancayo,Tienda Independiente
2024,10,VIVANDA,Inca Kola,Limpieza,Backus,237,989.37,Iquitos,Supermercado
2021,6,METRO,Casino Galleta,Alimentos,Procter & Gamble,535,3695.9,Cusco,Minorista
2019,1,PLAZA VEA,Dento,Alimentos,Backus,901,1448.86,Trujillo,Mayorista
2022,12,MAYORISTA10,Casino Galleta,Alimentos,Alicorp,729,1272.89,Trujillo,Supermercado
2020,11,METRO,Dento,Higiene,Gloria,540,4049.04,Arequipa,Tienda Independiente
2021,8,MAKRO,Gloria Leche,Bebidas,Procter & Gamble,600,525.66,Cusco,Tienda Independiente
2025,6,PLAZA VEA,Gloria Leche,Bebidas,Nestlé,682,2832.55,Iquitos,Minorista
2025,10,VIVANDA,Ariel Detergente,Alimentos,Procter & Gamble,777,409.64,Piura,Minorista
2021,5,TOTTUS,Inca Kola,Bebidas,Backus,408,3835.07,Chiclayo,Tienda Independiente
2023,9,METRO,Galletas Field,Limpieza,Nestlé,632,3349.66,Chiclayo,Supermercado
2020,9,METRO,San Jorge Arroz,Bebidas,Backus,876,2363.22,Lima,Minorista
2025,3,TOTTUS,Casino Galleta,Limpieza,Gloria,162,862.55,Lima,Minorista
2024,3,WONG,Dento,Alimentos,Gloria,556,1357.19,Huancayo,Minorista
2025,4,MAKRO,Inca Kola,Higiene,Gloria,228,4377.53,Arequipa,Tienda Independiente
2021,4,TOTTUS,Inca Kola,Limpieza,Backus,639,4969.3,Piura,Tienda Independiente
2019,1,MAKRO,Ariel Detergente,Higiene,Nestlé,85,823.95,Iquitos,Tienda Independiente
2023,10,VIVANDA,Gloria Leche,Limpieza,Alicorp,363,802.73,Trujillo,Tienda Independiente
2024,6,PLAZA VEA,Casino Galleta,Bebidas,Gloria,220,4251.38,Iquitos,Minorista
2021,1,MAYORISTA10,Inca Kola,Higiene,San Jorge,28,4075.54,Cusco,Tienda Independiente
2021,11,METRO,Galletas Field,Higiene,Gloria,985,2169.8,Trujillo,Minorista
2020,9,TOTTUS,Gloria Leche,Limpieza,Alicorp,46,3637.49,Piura,Tienda Independiente
2019,1,METRO,Gloria Leche,Higiene,San Jorge,736,1936.41,Cusco,Tienda Independiente
2024,12,VIVANDA,Ariel Detergente,Alimentos,Nestlé,738,1540.25,Arequipa,Mayorista
2024,3,MAKRO,Gloria Leche,Limpieza,Alicorp,671,4910.06,Iquitos,Mayorista
2025,6,MAKRO,San Jorge Arroz,Higiene,Nestlé,102,2252.61,Cusco,Mayorista
2023,3,VIVANDA,Inca Kola,Bebidas,Alicorp,38,4132.26,Piura,Tienda Independiente
2020,5,MAYORISTA10,Inca Kola,Alimentos,Gloria,494,1433.01,Piura,Mayorista
2024,9,MAYORISTA10,Galletas Field,Limpieza,Backus,576,3226.4,Lima,Tienda Independiente
2022,9,PLAZA VEA,Inca Kola,Alimentos,Procter & Gamble,353,907.39,Piura,Supermercado
2020,3,MAYORISTA10,Dento,Alimentos,San Jorge,80,279.12,Piura,Minorista
2024,7,PLAZA VEA,San Jorge Arroz,Bebidas,Gloria,313,518.72,Arequipa,Tienda Independiente
2020,9,VIVANDA,San Jorge Arroz,Limpieza,Nestlé,189,4123.36,Cusco,Minorista
2019,8,VIVANDA,Casino Galleta,Bebidas,Alicorp,65,2261.14,Iquitos,Tienda Independiente
2019,2,MAKRO,Donofrio Helado,Alimentos,Procter & Gamble,949,290.03,Iquitos,Mayorista
2019,2,WONG,Galletas Field,Bebidas,Backus,930,613.4,Arequipa,Minorista
2023,10,WONG,Inca Kola,Alimentos,Gloria,197,1262.4,Huancayo,Minorista
2021,12,MAYORISTA10,Inca Kola,Alimentos,Backus,618,1794.72,Chiclayo,Mayorista
2019,2,PLAZA VEA,Ariel Detergente,Higiene,Backus,255,1060.39,Iquitos,Supermercado
2022,8,MAYORISTA10,Casino Galleta,Limpieza,Gloria,928,1102.68,Trujillo,Minorista
2024,9,TOTTUS,San Jorge Arroz,Higiene,Gloria,163,2952.96,Arequipa,Supermercado
2022,8,MAYORISTA10,Dento,Higiene,Gloria,335,2562.79,Piura,Mayorista
2020,9,PLAZA VEA,San Jorge Arroz,Higiene,Procter & Gamble,343,4260.35,Cusco,Tienda Independiente
2022,8,PLAZA VEA,Donofrio Helado,Bebidas,Procter & Gamble,775,4660.3,Arequipa,Tienda Independiente
2022,1,PLAZA VEA,Ariel Detergente,Alimentos,San Jorge,795,29.54,Cusco,Mayorista
2021,8,VIVANDA,Inca Kola,Alimentos,Procter & Gamble,379,4803.94,Chiclayo,Minorista
2021,7,MAKRO,Galletas Field,Limpieza,Nestlé,844,1176.42,Cusco,Minorista
2021,7,WONG,Inca Kola,Higiene,Gloria,332,3734.19,Arequipa,Minorista
2019,4,MAKRO,San Jorge Arroz,Bebidas,Alicorp,927,1427.45,Lima,Supermercado
2022,7,VIVANDA,Gloria Leche,Alimentos,Alicorp,275,1085.27,Iquitos,Mayorista
2020,3,TOTTUS,Gloria Leche,Alimentos,San Jorge,130,116.58,Iquitos,Mayorista
2021,11,METRO,Donofrio Helado,Higiene,Alicorp,230,381.83,Cusco,Minorista
2024,8,PLAZA VEA,San Jorge Arroz,Limpieza,Nestlé,997,4171.35,Piura,Mayorista
2021,1,MAYORISTA10,San Jorge Arroz,Higiene,Alicorp,28,3007.95,Iquitos,Tienda Independiente
2019,5,TOTTUS,Ariel Detergente,Alimentos,Gloria,504,596.88,Arequipa,Mayorista
2020,9,PLAZA VEA,Inca Kola,Higiene,Procter & Gamble,980,3237.93,Lima,Minorista
2024,5,METRO,San Jorge Arroz,Bebidas,San Jorge,801,2714.7,Iquitos,Tienda Independiente
2025,8,VIVANDA,Inca Kola,Limpieza,Procter & Gamble,386,1336.96,Chiclayo,Mayorista
2024,11,VIVANDA,Galletas Field,Higiene,Procter & Gamble,491,4523.69,Iquitos,Supermercado
2025,8,PLAZA VEA,Casino Galleta,Alimentos,Procter & Gamble,163,1172.06,Huancayo,Mayorista
2022,3,MAYORISTA10,Dento,Limpieza,Gloria,279,3870.39,Arequipa,Minorista
2025,12,METRO,Galletas Field,Bebidas,Backus,799,1372.73,Arequipa,Supermercado
2019,11,MAYORISTA10,Inca Kola,Bebidas,Alicorp,349,3399.11,Cusco,Minorista
2019,1,VIVANDA,Ariel Detergente,Higiene,Procter & Gamble,66,2346.7,Piura,Mayorista
2023,9,METRO,Gloria Leche,Higiene,Nestlé,809,4066.3,Piura,Mayorista
2025,5,MAKRO,Ariel Detergente,Bebidas,Alicorp,523,4431.52,Cusco,Tienda Independiente
2022,12,PLAZA VEA,Ariel Detergente,Alimentos,San Jorge,437,1676.18,Piura,Minorista
2023,12,VIVANDA,Donofrio Helado,Limpieza,Gloria,597,4760.31,Piura,Mayorista
2020,5,WONG,Ariel Detergente,Alimentos,Nestlé,898,3321.76,Chiclayo,Mayorista
2022,1,PLAZA VEA,Dento,Higiene,Backus,497,1116.69,Iquitos,Tienda Independiente
2021,1,VIVANDA,San Jorge Arroz,Bebidas,San Jorge,223,2436.62,Arequipa,Tienda Independiente
2025,5,MAKRO,Dento,Higiene,Gloria,74,3850.73,Lima,Tienda Independiente
2022,5,MAYORISTA10,Inca Kola,Alimentos,Backus,334,3043.95,Chiclayo,Minorista
2021,6,METRO,Donofrio Helado,Alimentos,Alicorp,638,3872.09,Piura,Mayorista
2019,7,METRO,San Jorge Arroz,Higiene,San Jorge,289,4349.64,Chiclayo,Supermercado
2025,5,WONG,Casino Galleta,Limpieza,Nestlé,322,3818.4,Huancayo,Mayorista
2024,2,MAYORISTA10,Donofrio Helado,Limpieza,Alicorp,186,1917.33,Chiclayo,Mayorista
2021,1,PLAZA VEA,Dento,Alimentos,Alicorp,654,3152.49,Cusco,Tienda Independiente
2023,6,METRO,Dento,Bebidas,San Jorge,197,3267.04,Chiclayo,Minorista
2021,5,VIVANDA,Inca Kola,Limpieza,Procter & Gamble,18,781.68,Piura,Minorista
2025,7,WONG,Galletas Field,Limpieza,Gloria,31,2295.64,Arequipa,Minorista
2023,2,TOTTUS,Dento,Higiene,Alicorp,387,507.77,Chiclayo,Mayorista
2021,6,TOTTUS,San Jorge Arroz,Limpieza,Gloria,685,1440.38,Chiclayo,Supermercado
2021,7,PLAZA VEA,Dento,Alimentos,Gloria,63,4680.65,Arequipa,Tienda Independiente
2019,10,VIVANDA,Galletas Field,Alimentos,Nestlé,382,1884.97,Piura,Supermercado
2024,2,MAKRO,Gloria Leche,Bebidas,Nestlé,755,2902.94,Iquitos,Minorista
2019,10,MAKRO,Dento,Higiene,Alicorp,14,4520.07,Iquitos,Tienda Independiente
2024,11,PLAZA VEA,Inca Kola,Alimentos,Gloria,823,1039.53,Arequipa,Supermercado
2023,4,METRO,Dento,Higiene,Backus,145,2386.6,Trujillo,Supermercado
2025,1,MAKRO,Inca Kola,Higiene,Backus,668,4130.25,Arequipa,Tienda Independiente
2025,10,METRO,San Jorge Arroz,Alimentos,Backus,438,1173.74,Iquitos,Minorista
2025,7,METRO,Ariel Detergente,Alimentos,Backus,250,4821.78,Huancayo,Mayorista
2023,7,METRO,Ariel Detergente,Alimentos,Alicorp,521,1548.2,Lima,Minorista
2020,6,MAKRO,San Jorge Arroz,Higiene,Gloria,235,4622.05,Iquitos,Minorista
2025,5,PLAZA VEA,Ariel Detergente,Bebidas,Backus,986,1386.71,Piura,Mayorista
2019,5,PLAZA VEA,Casino Galleta,Limpieza,Backus,992,1955.39,Iquitos,Mayorista
2022,7,METRO,Galletas Field,Higiene,Nestlé,27,3208.55,Cusco,Supermercado
2025,2,MAKRO,Donofrio Helado,Alimentos,Alicorp,875,4161.09,Trujillo,Minorista
2024,11,VIVANDA,Dento,Alimentos,San Jorge,822,1777.02,Piura,Supermercado
2019,1,WONG,Donofrio Helado,Bebidas,Procter & Gamble,91,1484.04,Cusco,Supermercado
2023,7,MAYORISTA10,Ariel Detergente,Higiene,Gloria,668,1008.45,Piura,Mayorista
2019,11,MAYORISTA10,San Jorge Arroz,Bebidas,Alicorp,847,3516.65,Lima,Supermercado
2020,4,METRO,Donofrio Helado,Limpieza,Nestlé,450,2595.19,Chiclayo,Minorista
2023,8,WONG,Ariel Detergente,Higiene,Procter & Gamble,405,4195.99,Iquitos,Mayorista
2023,9,MAKRO,Gloria Leche,Higiene,Gloria,65,4311.14,Chiclayo,Mayorista
2021,8,MAYORISTA10,Dento,Alimentos,San Jorge,989,3325.55,Iquitos,Supermercado
2020,9,VIVANDA,Gloria Leche,Bebidas,Procter & Gamble,984,2523.2,Piura,Tienda Independiente
2022,5,PLAZA VEA,Galletas Field,Bebidas,San Jorge,82,3798.11,Arequipa,Tienda Independiente
